Word,Valence,Arousal,Dominance,subject_centric
antiques,0.54,0.37,0.595,0
antiquity,0.385,0.333,0.556,0
antiseptic,0.438,0.37,0.623,0
antisocial,0.146,0.686,0.391,0
antithesis,0.396,0.412,0.536,0
antithetical,0.271,0.509,0.358,0
antiviral,0.459,0.47,0.549,0
antler,0.448,0.47,0.5,0
antsy,0.449,0.558,0.417,0
anus,0.347,0.644,0.35,0
anvil,0.38,0.51,0.604,0
anxiety,0.146,0.865,0.342,0
anxietyattack,0.15,0.925,0.446,0
anxious,0.281,0.875,0.434,1
anxiousness,0.235,0.814,0.282,0
anytime,0.625,0.461,0.436,0
aorta,0.448,0.51,0.542,0
aortic,0.436,0.54,0.438,0
apace,0.536,0.5,0.536,0
apache,0.687,0.469,0.5,0
apartment,0.719,0.393,0.58,0
apartments,0.704,0.337,0.443,0
apathetic,0.188,0.292,0.333,0
apathy,0.184,0.212,0.204,0
ape,0.548,0.389,0.336,1
aperture,0.612,0.45,0.667,0
apex,0.57,0.433,0.418,0
aphid,0.388,0.473,0.407,0
aphrodisiac,0.75,0.846,0.667,0
apiece,0.439,0.259,0.383,0
aplomb,0.5,0.509,0.582,0
apocalypse,0.05,0.867,0.736,0
apocalyptic,0.173,0.88,0.75,0
apologetic,0.479,0.461,0.571,0
apologist,0.406,0.429,0.526,0
apologize,0.551,0.378,0.389,0
apology,0.571,0.346,0.402,0
apostasy,0.388,0.52,0.517,0
apostate,0.342,0.5,0.528,0
apostle,0.646,0.347,0.732,0
apostolic,0.592,0.3,0.717,0
apostrophe,0.469,0.368,0.537,0
apothecary,0.561,0.328,0.529,0
appalled,0.194,0.792,0.562,1
appalling,0.16,0.827,0.415,1
apparatus,0.375,0.353,0.377,0
apparel,0.698,0.435,0.453,0
apparent,0.473,0.383,0.398,0
apparently,0.531,0.41,0.426,0
apparition,0.406,0.573,0.636,0
appeal,0.663,0.598,0.558,1
appear,0.735,0.506,0.567,0
appearance,0.669,0.49,0.534,0
appease,0.633,0.278,0.434,0
appellant,0.327,0.588,0.568,0
append,0.573,0.464,0.453,0
appendage,0.229,0.382,0.438,0
appendectomy,0.177,0.67,0.554,0
appendicitis,0.031,0.64,0.347,0
appendix,0.365,0.387,0.425,0
appetite,0.704,0.637,0.581,0
appetizer,0.755,0.56,0.406,0
appetizing,0.806,0.657,0.688,0
applaud,0.865,0.824,0.464,0
applause,0.953,0.857,0.621,0
apple,0.811,0.3,0.264,0
apple juice,0.765,0.204,0.294,0
applejack,0.604,0.431,0.473,0
applesauce,0.75,0.167,0.291,0
appliance,0.582,0.453,0.538,0
appliances,0.594,0.394,0.567,0
applicability,0.677,0.49,0.741,0
applicable,0.469,0.43,0.667,0
applicant,0.612,0.558,0.688,0
application,0.646,0.445,0.726,0
apply,0.612,0.321,0.667,0
appoint,0.565,0.33,0.509,1
appointment,0.688,0.594,0.547,1
appointments,0.745,0.677,0.625,0
apportion,0.677,0.49,0.638,0
apportionment,0.552,0.481,0.453,0
appraisal,0.417,0.667,0.682,0
appraise,0.677,0.49,0.696,0
appreciable,0.873,0.491,0.778,0
appreciate,0.885,0.422,0.741,0
appreciated,0.91,0.434,0.779,0
appreciates,0.765,0.5,0.656,0
appreciation,0.917,0.529,0.588,0
appreciative,0.857,0.38,0.654,0
apprehend,0.521,0.624,0.696,0
apprehension,0.385,0.72,0.454,1
apprehensive,0.406,0.592,0.431,1
apprentice,0.615,0.413,0.452,0
apprenticeship,0.812,0.482,0.643,0
approach,0.612,0.392,0.61,0
approaching,0.74,0.557,0.491,0
approbate,0.646,0.59,0.86,0
approbation,0.792,0.529,0.774,0
appropriate,0.833,0.368,0.759,0
appropriation,0.51,0.632,0.717,0
approval,0.854,0.46,0.889,0
approve,0.875,0.548,0.741,0
approved,0.833,0.349,0.698,0
approvement,0.88,0.625,0.78,0
approving,0.917,0.583,0.773,0
approximate,0.551,0.56,0.52,0
approximately,0.622,0.396,0.538,0
approximating,0.583,0.615,0.471,0
approximation,0.582,0.402,0.593,0
appurtenances,0.573,0.412,0.547,0
apricot,0.708,0.32,0.278,0
apron,0.582,0.208,0.245,0
apt,0.582,0.418,0.382,1
aptitude,0.75,0.471,0.746,0
aqua,0.656,0.292,0.359,0
aquamarine,0.729,0.306,0.413,0
aquarium,0.663,0.327,0.393,0
aquatic,0.677,0.51,0.463,0
aqueduct,0.551,0.411,0.534,0
aqueous,0.429,0.27,0.31,0
arable,0.51,0.35,0.465,0
arbiter,0.561,0.537,0.814,0
arbitrary,0.281,0.702,0.686,0
arbitrate,0.47,0.62,0.682,0
arbitration,0.587,0.602,0.67,0
arbitrator,0.385,0.448,0.795,0
arbor,0.583,0.49,0.591,0
arc,0.552,0.388,0.396,0
arcade,0.676,0.521,0.502,0
arcane,0.5,0.49,0.637,0
arch,0.5,0.354,0.468,0
archaeological,0.74,0.441,0.66,0
archaeologist,0.552,0.451,0.706,0
archaeology,0.596,0.358,0.691,0
archaic,0.271,0.327,0.332,0
archangel,0.837,0.5,0.708,0
archbishop,0.622,0.28,0.776,0
archdiocese,0.4,0.321,0.704,0
archduke,0.458,0.413,0.634,0
arched,0.582,0.403,0.398,1
archer,0.573,0.622,0.661,0
archery,0.594,0.604,0.589,0
archetype,0.448,0.52,0.569,0
archipelago,0.745,0.37,0.592,0
architect,0.776,0.442,0.836,0
architectural,0.729,0.39,0.67,0
architecture,0.82,0.39,0.694,0
archive,0.438,0.294,0.527,0
arctic,0.615,0.352,0.546,0
ardent,0.694,0.873,0.722,0
ardor,0.5,0.78,0.538,0
arduous,0.344,0.783,0.605,1
area,0.49,0.306,0.464,0
arena,0.51,0.235,0.404,0
areola,0.417,0.396,0.381,0
areyoukidding,0.429,0.633,0.4,0
areyoukiddingme,0.365,0.635,0.375,0
argent,0.594,0.418,0.472,0
argh,0.26,0.538,0.328,0
arghh,0.292,0.536,0.397,0
arghhhh,0.25,0.618,0.324,0
argue,0.093,0.798,0.525,0
argument,0.51,0.464,0.698,0
argumentation,0.479,0.549,0.76,0
argumentative,0.45,0.531,0.679,0
arguments,0.541,0.602,0.657,0
arid,0.323,0.333,0.379,0
arise,0.75,0.582,0.725,0
aristocracy,0.688,0.549,0.842,0
aristocrat,0.583,0.413,0.811,0
aristocratic,0.449,0.519,0.676,0
arithmetic,0.453,0.46,0.634,0
ark,0.396,0.427,0.543,1
arm,0.552,0.285,0.469,1
armada,0.408,0.74,0.868,0
armament,0.198,0.764,0.81,0
armaments,0.192,0.839,0.83,0
armature,0.51,0.558,0.755,0
armchair,0.646,0.164,0.339,0
armed,0.188,0.75,0.808,1
armor,0.469,0.625,0.784,0
armored,0.469,0.509,0.861,0
armory,0.448,0.663,0.8,0
armpit,0.283,0.439,0.25,0
arms,0.464,0.395,0.483,0
army,0.417,0.759,0.902,0
aroma,0.823,0.235,0.442,0
aromatherapy,0.847,0.22,0.473,0
arousal,0.791,0.943,0.731,1
arouse,0.74,0.491,0.58,1
aroused,0.708,0.952,0.667,1
arraignment,0.406,0.837,0.534,0
arrange,0.74,0.49,0.571,0
arranged,0.698,0.531,0.728,0
arrangement,0.625,0.382,0.683,0
array,0.521,0.396,0.568,0
arrears,0.286,0.485,0.302,0
arrest,0.146,0.951,0.5,0
arrhythmia,0.265,0.706,0.356,0
arrival,0.678,0.51,0.474,0
arrive,0.837,0.406,0.585,0
arrogance,0.143,0.75,0.62,0
arrogant,0.115,0.755,0.58,0
arrow,0.439,0.39,0.454,1
arsehole,0.276,0.598,0.433,0
arseholes,0.188,0.545,0.351,0
arsenal,0.365,0.741,0.752,0
arsenic,0.281,0.472,0.447,0
arson,0.133,0.904,0.567,0
arsonist,0.348,0.84,0.5,0
art,0.812,0.36,0.603,1
arterial,0.396,0.51,0.583,0
artery,0.396,0.58,0.537,0
artful,0.771,0.608,0.778,0
arthritis,0.11,0.518,0.345,0
arthropod,0.344,0.464,0.434,0
artichoke,0.583,0.218,0.287,0
article,0.594,0.28,0.481,0
articles,0.552,0.324,0.565,0
articulate,0.677,0.462,0.618,0
articulation,0.479,0.48,0.591,0
artifact,0.51,0.5,0.566,0
artifice,0.316,0.696,0.482,0
artificial,0.306,0.385,0.351,0
artillery,0.35,0.912,0.794,0
artisan,0.781,0.33,0.411,0
artist,0.802,0.442,0.732,0
artiste,0.844,0.512,0.565,0
artistic,0.802,0.646,0.632,0
artistry,0.823,0.346,0.769,0
artists,0.796,0.667,0.741,0
artwork,0.896,0.368,0.679,0
arty,0.49,0.422,0.388,0
asap,0.571,0.5,0.552,0
asbestos,0.357,0.481,0.464,0
ascend,0.83,0.62,0.812,0
ascendancy,0.724,0.625,0.7,0
ascendant,0.656,0.673,0.821,0
ascending,0.826,0.644,0.777,0
ascension,0.765,0.72,0.714,0
ascent,0.755,0.627,0.833,0
ascertain,0.56,0.53,0.625,0
ascertained,0.531,0.529,0.616,0
ascetic,0.438,0.375,0.472,0
ash,0.26,0.21,0.207,1
ashamed,0.156,0.588,0.228,1
ashes,0.327,0.279,0.142,0
ashtray,0.406,0.382,0.265,0
asinine,0.429,0.472,0.433,0
ask,0.531,0.44,0.459,0
asleeep,0.49,0.21,0.322,0
asleep,0.604,0.1,0.27,0
asp,0.438,0.489,0.375,0
asparagus,0.469,0.317,0.264,0
aspartame,0.469,0.48,0.322,0
aspect,0.479,0.469,0.588,0
aspects,0.439,0.48,0.565,0
aspen,0.479,0.28,0.395,0
asphalt,0.479,0.264,0.439,0
asphyxia,0.198,0.704,0.311,0
asphyxiation,0.059,0.745,0.412,0
aspiration,0.704,0.724,0.675,1
aspire,0.812,0.469,0.722,1
aspirin,0.479,0.271,0.422,0
aspiring,0.844,0.582,0.604,0
ass,0.323,0.75,0.345,1
assail,0.378,0.51,0.5,0
assailant,0.184,0.868,0.602,0
assassin,0.073,0.933,0.632,0
assassinate,0.051,0.969,0.722,0
assassination,0.083,0.941,0.525,0
assault,0.167,0.848,0.55,0
assay,0.633,0.559,0.594,0
assemblage,0.429,0.452,0.6,0
assemble,0.542,0.57,0.75,0
assembled,0.663,0.45,0.644,0
assembly,0.698,0.5,0.64,0
assemblyman,0.43,0.538,0.76,0
assent,0.615,0.515,0.719,0
assert,0.75,0.619,0.809,0
asserting,0.694,0.531,0.736,0
assertion,0.74,0.442,0.75,0
assertive,0.719,0.412,0.77,0
assess,0.698,0.5,0.623,0
assessment,0.75,0.623,0.658,0
assessor,0.551,0.538,0.764,0
asset,0.797,0.765,0.788,0
assets,0.667,0.613,0.765,0
asshole,0.133,0.582,0.263,0
assign,0.622,0.417,0.709,0
assignee,0.51,0.462,0.51,0
assignment,0.483,0.398,0.745,0
assimilate,0.559,0.391,0.683,0
assimilation,0.429,0.378,0.463,0
assist,0.833,0.435,0.629,0
assistance,0.656,0.519,0.633,0
assistant,0.625,0.39,0.536,0
associate,0.812,0.409,0.625,0
association,0.745,0.5,0.817,0
assorted,0.602,0.46,0.472,0
assortment,0.694,0.36,0.526,0
assuage,0.745,0.255,0.5,0
assume,0.698,0.401,0.464,0
assumed,0.612,0.247,0.454,0
assuming,0.74,0.39,0.526,0
assumption,0.479,0.431,0.417,0
assurance,0.675,0.442,0.704,1
assure,0.91,0.46,0.839,1
assured,0.878,0.327,0.754,0
assuredly,0.786,0.396,0.833,0
asterisk,0.541,0.288,0.273,0
asteroid,0.43,0.721,0.623,0
asteroids,0.361,0.694,0.712,0
asthma,0.198,0.549,0.227,0
asthmatic,0.229,0.706,0.294,0
astigmatism,0.214,0.49,0.429,0
astonish,0.786,0.845,0.658,1
astonished,0.51,0.775,0.574,1
astonishing,0.844,0.802,0.821,1
astonishingly,0.827,0.898,0.773,0
astonishment,0.68,0.718,0.519,1
astound,0.729,0.675,0.474,1
astral,0.604,0.417,0.567,0
astray,0.098,0.676,0.308,0
astringent,0.316,0.5,0.474,0
astrologer,0.594,0.519,0.673,0
astrology,0.635,0.34,0.5,0
astronaut,0.792,0.601,0.761,0
astronomer,0.75,0.509,0.735,0
astronomical,0.6,0.632,0.726,0
astronomy,0.613,0.474,0.722,0
astute,0.776,0.658,0.827,0
asunder,0.208,0.442,0.259,0
asylum,0.407,0.33,0.445,0
asymmetric,0.58,0.343,0.465,0
asymmetry,0.476,0.373,0.527,0
asymptotic,0.479,0.451,0.472,0
atelier,0.49,0.33,0.705,0
atheism,0.276,0.46,0.481,0
atheistic,0.373,0.481,0.466,0
atherosclerosis,0.25,0.48,0.343,0
athlete,0.781,0.718,0.686,0
athletic,0.857,0.798,0.708,0
athleticism,0.75,0.863,0.778,0
athletics,0.831,0.691,0.74,0
atlas,0.531,0.306,0.554,0
atmosphere,0.604,0.3,0.56,0
atmospheric,0.531,0.42,0.594,0
atoll,0.48,0.408,0.472,0
atom,0.51,0.5,0.433,0
atomic,0.327,0.817,0.713,0
atone,0.418,0.673,0.411,0
atonement,0.55,0.602,0.683,0
atpeace,0.724,0.298,0.519,0
atrium,0.469,0.365,0.473,0
atrocious,0.073,0.811,0.445,0
atrocity,0.115,0.844,0.593,0
atrophy,0.177,0.54,0.208,0
attach,0.52,0.363,0.559,0
attached,0.562,0.35,0.439,0
attachment,0.57,0.343,0.5,0
attack,0.286,0.948,0.67,0
attacker,0.185,0.962,0.629,0
attacking,0.276,0.837,0.642,0
attain,0.806,0.51,0.719,0
attainable,0.76,0.5,0.759,0
attainment,0.83,0.52,0.94,0
attempt,0.625,0.491,0.431,0
attempted,0.594,0.58,0.567,0
attend,0.65,0.42,0.625,0
attendance,0.812,0.5,0.592,0
attendant,0.58,0.365,0.519,0
attention,0.74,0.599,0.774,0
attentionseeker,0.367,0.745,0.457,0
attentionseekers,0.531,0.673,0.5,0
attentive,0.812,0.52,0.724,0
attenuate,0.408,0.302,0.429,0
attenuated,0.449,0.28,0.298,0
attenuation,0.458,0.363,0.464,0
attest,0.439,0.71,0.685,0
attestation,0.234,0.635,0.5,0
attic,0.521,0.259,0.377,0
attire,0.742,0.388,0.483,0
attitude,0.76,0.644,0.861,0
attorney,0.6,0.594,0.754,0
attract,0.796,0.663,0.769,0
attraction,0.906,0.774,0.712,0
attractive,0.906,0.63,0.769,0
attractiveness,0.938,0.667,0.755,0
attributable,0.704,0.43,0.527,0
attribute,0.781,0.439,0.795,0
attribution,0.646,0.467,0.658,0
attrition,0.229,0.54,0.259,0
auburn,0.51,0.24,0.411,0
auction,0.594,0.702,0.519,0
auctioneer,0.542,0.732,0.716,0
audacious,0.74,0.875,0.825,0
audacity,0.76,0.755,0.916,0
audible,0.673,0.37,0.462,0
audience,0.698,0.61,0.613,0
audio,0.709,0.425,0.37,0
audit,0.375,0.562,0.735,0
audition,0.75,0.685,0.615,0
auditions,0.74,0.765,0.596,0
auditor,0.582,0.571,0.726,0
auditorium,0.529,0.49,0.538,0
auditory,0.531,0.481,0.57,0
aught,0.418,0.135,0.217,0
augment,0.65,0.683,0.645,0
augmentation,0.714,0.613,0.85,0
august,0.652,0.292,0.462,0
aunt,0.667,0.291,0.42,0
auntie,0.643,0.275,0.447,0
aura,0.76,0.333,0.5,0
aurora,0.817,0.306,0.537,0
auspices,0.542,0.5,0.634,0
auspicious,0.562,0.635,0.669,0
austere,0.5,0.39,0.422,0
austerity,0.438,0.406,0.534,0
authentic,0.885,0.51,0.782,0
authenticate,0.833,0.48,0.789,0
authentication,0.724,0.491,0.75,0
authenticity,0.67,0.548,0.845,0
author,0.775,0.343,0.749,0
authoritative,0.636,0.52,0.89,0
authority,0.592,0.592,0.934,0
authorization,0.521,0.567,0.817,0
authorize,0.772,0.596,0.821,0
authorized,0.76,0.458,0.815,0
authorship,0.667,0.635,0.773,0
autism,0.235,0.5,0.447,0
autistic,0.367,0.337,0.404,0
auto,0.571,0.569,0.5,0
autobiographical,0.909,0.462,0.582,0
autobiography,0.735,0.284,0.629,0
autocorrect,0.551,0.439,0.616,0
autocratic,0.542,0.577,0.727,0
autograph,0.735,0.565,0.473,0
autographed,0.781,0.62,0.625,0
automated,0.578,0.402,0.632,0
automatic,0.562,0.433,0.664,0
automobile,0.753,0.625,0.534,0
automotive,0.656,0.52,0.577,0
autonomy,0.781,0.349,0.891,0
autopilot,0.594,0.462,0.632,0
autopsy,0.252,0.65,0.538,0
autumn,0.765,0.204,0.45,0
auxiliary,0.622,0.471,0.509,0
avail,0.8,0.43,0.603,0
availability,0.796,0.544,0.6,0
available,0.844,0.356,0.623,0
avalanche,0.265,0.915,0.683,0
avarice,0.198,0.726,0.352,0
avatar,0.633,0.41,0.567,0
avenge,0.073,0.867,0.559,0
avenger,0.337,0.865,0.67,0
avenging,0.143,0.88,0.717,0
avenue,0.677,0.36,0.377,0
aver,0.492,0.45,0.393,0
average,0.684,0.28,0.455,0
aversation,0.582,0.442,0.432,0
averse,0.253,0.569,0.492,0
averseness,0.296,0.606,0.528,0
aversion,0.074,0.663,0.525,0
avert,0.51,0.388,0.465,0
aviary,0.5,0.36,0.467,0
aviation,0.708,0.646,0.741,0
aviator,0.615,0.7,0.644,0
avid,0.582,0.459,0.593,0
avocado,0.677,0.255,0.287,0
avoid,0.427,0.442,0.415,0
avoidance,0.47,0.481,0.466,0
avoiding,0.457,0.433,0.309,0
await,0.448,0.264,0.276,0
awake,0.667,0.469,0.741,0
awaken,0.729,0.412,0.611,0
awakening,0.745,0.5,0.618,0
award,0.865,0.745,0.66,0
awards,0.958,0.736,0.652,0
aware,0.656,0.34,0.77,0
awareness,0.684,0.422,0.81,0
awe,0.469,0.74,0.3,0
awed,0.364,0.774,0.361,0
awesome,0.98,0.897,0.891,0
awesomeness,0.917,0.647,0.927,0
awestruck,0.615,0.767,0.68,0
awful,0.061,0.786,0.45,0
awkward,0.296,0.65,0.358,0
awkwardness,0.167,0.454,0.148,0
awning,0.5,0.186,0.318,0
awry,0.156,0.54,0.275,0
axe,0.296,0.69,0.536,1
axial,0.458,0.278,0.491,0
axiom,0.439,0.441,0.583,0
axiomatic,0.458,0.392,0.627,0
axis,0.209,0.25,0.356,0
axle,0.459,0.294,0.473,0
ay,0.5,0.557,0.255,1
aye,0.562,0.42,0.392,1
azimuth,0.385,0.461,0.421,0
azure,0.62,0.256,0.339,0
babble,0.552,0.441,0.204,0
babbling,0.396,0.418,0.241,0
babe,0.86,0.536,0.424,0
baboon,0.357,0.41,0.429,0
baby,0.837,0.365,0.455,1
babysit,0.719,0.587,0.398,0
babysitter,0.656,0.415,0.408,0
baccalaureate,0.729,0.51,0.48,0
baccarat,0.583,0.497,0.436,0
bachelor,0.667,0.406,0.6,0
bachelorette,0.735,0.78,0.465,0
back,0.438,0.353,0.336,0
backboard,0.48,0.259,0.436,0
backbone,0.538,0.464,0.62,0
backdoor,0.344,0.41,0.333,0
backdrop,0.32,0.309,0.444,0
backer,0.646,0.375,0.537,0
backfire,0.265,0.612,0.491,0
backgammon,0.58,0.41,0.39,0
background,0.399,0.357,0.498,0
backhand,0.427,0.449,0.39,0
backhoe,0.398,0.554,0.562,0
backoff,0.104,0.396,0.24,0
backpack,0.729,0.278,0.333,0
backpacker,0.51,0.73,0.46,0
backroom,0.406,0.5,0.387,0
backseat,0.388,0.33,0.237,0
backside,0.182,0.417,0.342,0
backtrack,0.312,0.525,0.278,0
backup,0.52,0.51,0.553,0
backward,0.309,0.367,0.25,0
backwardness,0.24,0.5,0.136,0
backwards,0.302,0.372,0.33,0
backwater,0.312,0.41,0.161,0
backwoods,0.541,0.35,0.482,0
backyard,0.552,0.28,0.302,0
bacon,0.698,0.406,0.295,0
bacteria,0.177,0.553,0.57,0
bacterial,0.156,0.5,0.473,0
bacterium,0.194,0.545,0.345,0
bad,0.125,0.625,0.373,0
badass,0.255,0.775,0.745,0
badday,0.327,0.449,0.373,0
badfeeling,0.25,0.559,0.365,0
badge,0.567,0.488,0.691,0
badger,0.344,0.429,0.357,0
badhabit,0.184,0.594,0.311,0
badly,0.073,0.509,0.286,0
badness,0.094,0.823,0.463,0
baffle,0.344,0.442,0.482,1
baffled,0.151,0.6,0.339,1
bag,0.5,0.25,0.314,0
bagel,0.531,0.363,0.34,0
baggage,0.61,0.363,0.427,0
baggie,0.367,0.427,0.366,0
baggy,0.521,0.278,0.452,0
bagman,0.506,0.5,0.394,0
bagpipes,0.541,0.556,0.412,0
bail,0.373,0.52,0.561,0
bailiff,0.347,0.519,0.759,0
bait,0.276,0.327,0.296,0
bake,0.867,0.418,0.519,0
bakery,0.802,0.5,0.38,0
baking,0.549,0.455,0.451,0
bal,0.49,0.412,0.432,0
balance,0.684,0.265,0.735,0
balanced,0.806,0.255,0.745,0
balcony,0.562,0.392,0.38,0
bald,0.306,0.184,0.268,0
balding,0.302,0.363,0.368,0
baldy,0.398,0.385,0.396,0
bale,0.437,0.363,0.412,0
balk,0.229,0.451,0.415,0
ball,0.74,0.427,0.317,0
ballad,0.792,0.284,0.424,0
ballast,0.354,0.423,0.287,0
ballerina,0.802,0.66,0.475,0
ballet,0.656,0.48,0.358,0
ballgame,0.781,0.79,0.407,0
ballistic,0.26,0.806,0.685,0
ballistics,0.271,0.787,0.61,0
balloon,0.729,0.245,0.315,0
ballot,0.521,0.361,0.358,0
ballpark,0.724,0.694,0.529,0
ballplayer,0.719,0.764,0.566,0
ballpoint,0.596,0.337,0.318,0
ballroom,0.847,0.635,0.448,0
ballsy,0.531,0.491,0.414,0
balm,0.625,0.275,0.414,0
balmy,0.684,0.327,0.545,0
balsam,0.663,0.25,0.385,0
balsamic,0.582,0.283,0.447,0
bam,0.427,0.472,0.39,0
bamboo,0.646,0.222,0.356,0
ban,0.146,0.689,0.587,0
banana,0.612,0.23,0.241,0
band,0.648,0.552,0.525,0
bandage,0.22,0.327,0.286,0
bandanna,0.562,0.276,0.277,0
bandit,0.094,0.796,0.567,0
bandstand,0.735,0.536,0.52,0
bandwagon,0.625,0.651,0.509,0
bandwidth,0.714,0.337,0.548,0
bane,0.265,0.694,0.366,0
bang,0.265,0.951,0.74,0
banger,0.378,0.54,0.538,0
banish,0.163,0.677,0.543,0
banished,0.052,0.713,0.37,0
banishment,0.16,0.775,0.298,0
banister,0.418,0.41,0.332,0
banjo,0.469,0.4,0.37,0
bank,0.562,0.327,0.675,0
banker,0.586,0.588,0.792,0
banking,0.51,0.327,0.5,0
bankroll,0.469,0.57,0.509,0
bankrupt,0.163,0.673,0.337,0
bankruptcy,0.01,0.696,0.209,0
banner,0.521,0.408,0.474,0
banquet,0.765,0.571,0.6,0
banshee,0.408,0.565,0.481,0
banter,0.594,0.677,0.464,0
banzai,0.55,0.51,0.443,0
baptism,0.844,0.384,0.566,0
baptismal,0.646,0.343,0.625,0
baptize,0.739,0.426,0.594,0
bar,0.5,0.531,0.481,1
barb,0.448,0.365,0.417,0
barbarian,0.323,0.896,0.713,0
barbaric,0.235,0.798,0.738,0
barbarism,0.19,0.815,0.614,0
barbecue,0.792,0.643,0.456,0
barbed,0.177,0.594,0.455,0
barber,0.543,0.459,0.356,0
barbershop,0.597,0.441,0.382,0
barbie doll,0.729,0.37,0.33,0
bard,0.47,0.41,0.439,0
bare,0.333,0.717,0.296,0
bareback,0.5,0.356,0.373,0
barefoot,0.445,0.373,0.241,0
barely,0.448,0.183,0.268,0
barf,0.34,0.491,0.394,0
bargain,0.653,0.533,0.67,0
bargaining,0.622,0.64,0.642,0
barge,0.469,0.388,0.465,0
baritone,0.592,0.529,0.5,0
barium,0.406,0.353,0.377,0
bark,0.36,0.602,0.395,0
barkeep,0.48,0.5,0.454,0
barks,0.427,0.694,0.325,0
barley,0.614,0.212,0.296,0
barmaid,0.521,0.472,0.44,0
barman,0.594,0.61,0.4,0
barn,0.51,0.452,0.425,0
barnacle,0.408,0.337,0.457,0
barney,0.451,0.378,0.44,0
barnyard,0.51,0.353,0.336,0
barometer,0.388,0.273,0.545,0
baron,0.52,0.358,0.709,0
baroness,0.625,0.453,0.755,0
baroque,0.49,0.357,0.418,0
barrack,0.378,0.5,0.455,0
barracuda,0.333,0.713,0.51,0
barrage,0.388,0.871,0.627,0
barred,0.143,0.741,0.535,0
barrel,0.429,0.298,0.474,0
barren,0.173,0.373,0.221,0
barricade,0.323,0.667,0.673,0
barrier,0.333,0.48,0.562,0
barring,0.292,0.67,0.42,0
barrister,0.469,0.57,0.792,0
barroom,0.686,0.619,0.47,0
barrow,0.479,0.363,0.362,0
bartender,0.573,0.698,0.585,0
barter,0.465,0.559,0.596,0
base,0.635,0.298,0.553,0
baseball,0.66,0.76,0.563,0
baseball bat,0.667,0.567,0.509,0
baseboard,0.396,0.198,0.405,0
baseless,0.292,0.382,0.375,0
baseline,0.483,0.367,0.509,0
baseman,0.604,0.449,0.462,0
basement,0.388,0.5,0.268,0
bases,0.569,0.236,0.591,0
bash,0.385,0.546,0.463,1
bashful,0.4,0.406,0.217,0
basic,0.643,0.102,0.395,0
basics,0.688,0.311,0.491,0
basil,0.534,0.274,0.309,0
basilica,0.612,0.302,0.639,0
basin,0.552,0.231,0.398,0
basis,0.602,0.26,0.426,0
bask,0.76,0.33,0.381,0
basket,0.458,0.227,0.336,0
basketball,0.814,0.764,0.435,0
bass,0.427,0.206,0.268,0
bass guitar,0.738,0.37,0.294,0
basso,0.417,0.42,0.439,0
bassoon,0.5,0.433,0.31,0
bastard,0.094,0.692,0.289,1
bastarding,0.104,0.608,0.269,0
bastards,0.082,0.68,0.422,0
bastion,0.531,0.5,0.596,0
bat,0.324,0.409,0.48,0
batch,0.56,0.357,0.357,0
batching,0.484,0.42,0.518,0
bate,0.429,0.525,0.464,0
bath,0.725,0.26,0.263,0
bathe,0.677,0.294,0.371,0
bathhouse,0.602,0.38,0.459,0
bathing,0.74,0.276,0.361,0
bathrobe,0.531,0.442,0.394,0
bathroom,0.561,0.283,0.345,0
bathtub,0.625,0.24,0.318,0
bathymetry,0.432,0.48,0.509,0
baton,0.272,0.235,0.519,0
battalion,0.333,0.818,0.795,0
batter,0.561,0.245,0.373,0
battered,0.08,0.79,0.306,0
battering,0.21,0.798,0.49,0
battery,0.48,0.425,0.442,0
battle,0.365,0.945,0.868,0
battled,0.292,0.794,0.575,0
battlefield,0.133,0.918,0.781,0
battleground,0.156,0.958,0.812,0
battlements,0.276,0.441,0.53,0
battleship,0.479,0.75,0.726,0
batty,0.375,0.619,0.274,0
bauble,0.698,0.429,0.255,0
bawdy,0.184,0.823,0.508,0
bawl,0.385,0.88,0.561,0
bay,0.719,0.365,0.569,0
bayonet,0.263,0.775,0.561,0
bayou,0.469,0.431,0.324,0
bazaar,0.604,0.34,0.5,0
bazooka,0.302,0.824,0.634,0
bday,0.729,0.6,0.415,0
be,0.67,0.24,0.554,0
beach,0.885,0.529,0.455,0
beaches,0.865,0.5,0.538,0
beacon,0.58,0.407,0.537,0
bead,0.592,0.388,0.381,0
beading,0.542,0.32,0.398,0
beads,0.673,0.388,0.552,0
beady,0.448,0.417,0.443,0
beagle,0.649,0.47,0.395,0
beak,0.375,0.363,0.411,0
beaker,0.42,0.41,0.391,0
beam,0.584,0.349,0.382,0
beaming,0.892,0.654,0.587,0
bean,0.667,0.269,0.264,0
beanbag,0.45,0.38,0.34,0
beanie,0.5,0.23,0.263,0
bear,0.448,0.57,0.475,1
bearable,0.542,0.375,0.605,0
beard,0.49,0.261,0.371,0
bearded,0.439,0.337,0.391,0
bearer,0.571,0.547,0.676,0
bearing,0.571,0.367,0.474,0
bearings,0.418,0.49,0.426,0
bearish,0.521,0.549,0.324,0
bearskin,0.333,0.398,0.464,0
beast,0.214,0.78,0.732,0
beastly,0.146,0.874,0.843,0
beat,0.279,0.647,0.492,1
beaten,0.083,0.846,0.265,0
beater,0.438,0.545,0.482,0
beating,0.153,0.833,0.481,0
beatnik,0.429,0.51,0.382,0
beau,0.612,0.44,0.432,0
beautification,0.885,0.575,0.725,0
beautiful,0.875,0.614,0.648,0
beautify,0.898,0.592,0.736,0
